1,1
1,2
1,3
1,4
1,5
1,6
1,7
1,8
1,9
1,10
1,11
1,12
1,13
2,14
2,15
2,16
2,17
2,18
2,19
2,20
2,21
2,22
2,4
2,23
2,24
2,25
2,26
2,27
2,28
2,29
2,30
2,31
2,32
2,33
2,34
2,35
2,36
2,37
2,38
2,39
2,40
2,41
2,42
2,42
2,43
2,44
2,45
2,46
2,47
2,48
2,49
2,50
3,51
3,3
3,52
3,53
3,54
3,55
3,56
3,57
3,58
3,59
3,60
3,61
3,62
3,63
3,64
3,65
3,66
3,67
3,68
3,69
3,70
4,71
4,72
4,73
4,74
4,75
4,76
4,55
4,77
4,78
4,79
4,80
4,81
4,82
4,83
4,84
4,85
4,86
4,87
4,88
4,89
4,90
4,91
4,92
4,93
4,94
4,95
4,96
4,97
4,98
4,97
4,99
4,100
4,9
4,101
4,102
4,103
4,104
4,105
4,106
4,107
4,108
4,109
4,110
4,111
4,112
4,113
4,114
4,115
4,116
4,117
4,118
4,119
4,120
4,121
4,122
4,123
4,124
4,125
4,126
4,127
4,128
4,129
4,130
5,131
5,53
5,55
5,132
5,5
5,133
5,134
5,6
5,135
5,136
5,137
5,138
5,139
6,140
6,141
6,27
6,142
6,28
6,143
6,144
6,145
6,146
6,147
6,148
6,149
6,150
6,151
6,152
6,153
6,154
6,155
6,156
6,157
6,158
6,158
6,159
6,160
6,161
6,162
6,163
6,164
6,165
7,166
7,167
7,168
7,169
7,170
7,171
7,172
7,173
7,174
7,175
7,176
7,177
8,178
8,179
8,180
8,181
8,182
9,183
9,58
9,151
9,184
9,185
9,186
9,187
9,8
9,188
9,61
9,189
9,190
9,191
9,9
9,69
9,192
9,193
9,194
9,195
9,128
9,49
9,196
9,197
10,198
10,159
10,199
10,200
10,165
10,201
10,202
11,203
11,204
11,175
11,205
11,206
12,207
12,208
12,209
12,210
12,36
12,211
12,212
12,213
12,47
13,214
13,55
13,215
13,216
13,217
13,218
13,219
13,220
13,221
13,222
13,223
13,224
13,225
13,226
13,186
13,159
13,227
13,228
13,229
13,230
13,231
13,232
13,233
13,234
13,235
13,236
13,237
13,238
13,239
13,189
13,240
13,241
13,242
13,243
13,244
13,245
13,246
13,106
13,11
13,247
13,248
13,249
13,250
13,251
13,252
13,107
13,253
13,254
13,255
14,256
14,257
14,258
14,259
14,260
14,261
14,262
14,263
14,264
14,265
15,266
15,170
15,267
15,268
15,269
15,270
15,271
15,272
15,273
15,274
15,275
15,276
15,277
15,278
15,202
16,279
16,280
16,281
16,282
16,283
17,284
17,285
17,286
17,287
17,279
17,288
17,289
18,290
18,291
18,292
18,293
18,115
18,294
18,295
18,296
19,297
19,298
19,299
19,300
19,301
19,302
19,303
19,304
19,305
19,306
19,307
19,256
19,308
19,309
20,310
20,311
20,312
20,313
20,314
20,315
21,316
21,27
21,317
21,318
21,319
21,183
21,320
21,321
21,322
21,323
21,116
22,324
22,325
22,28
22,29
22,36
22,326
22,45
22,327
22,328
22,329
22,330
22,331
23,209
23,332
23,333
23,334
23,28
23,335
23,336
23,337
23,30
23,31
23,338
23,339
23,79
23,81
23,340
23,341
23,149
23,342
23,146
23,343
23,344
23,345
23,346
23,143
23,347
23,34
23,32
23,348
23,349
23,307
23,35
23,5
23,220
23,350
23,351
23,134
23,151
23,352
23,353
23,354
23,355
23,356
23,45
23,357
23,358
23,157
23,359
23,360
23,59
23,361
23,362
23,184
23,158
23,155
23,363
23,84
23,226
23,364
23,365
23,321
23,212
23,366
23,137
23,367
23,161
23,228
23,137
23,227
23,368
23,231
23,234
23,369
23,61
23,235
23,90
23,91
23,370
23,371
23,372
23,373
23,374
23,375
23,376
23,377
23,378
23,379
23,44
23,190
23,191
23,380
23,248
23,381
23,382
23,383
23,384
23,385
24,386
24,55
24,144
24,387
24,388
24,79
24,340
24,389
24,390
24,354
24,391
24,392
24,151
24,393
24,394
24,187
25,395
25,396
25,397
25,398
25,399
26,400
26,401
26,402
26,307
26,210
26,149
26,348
26,43
26,403
26,404
27,316
27,405
27,406
27,407
27,132
27,82
27,113
27,408
27,409
27,114
27,410
27,411
27,412
28,413
28,3
28,414
28,415
28,34
28,5
28,416
28,417
28,418
28,195
28,419
28,411
29,420
29,421
29,422
29,423
29,148
29,424
29,425
29,426
30,71
30,427
30,75
30,428
30,429
30,430
30,431
31,432
31,433
31,434
31,435
31,436
32,437
32,438
32,439
32,440
32,441
32,442
32,443
33,444
33,391
33,353
33,445
33,446
34,447
34,448
34,449
34,450
34,451
34,452
34,453
34,158
34,454
34,455
35,456
35,457
35,458
35,459
35,460
35,461
36,462
36,81
36,463
36,393
36,355
36,464
36,465
37,466
37,467
37,468
37,469
37,470
37,386
37,21
37,471
37,472
37,473
37,474
37,475
37,476
37,477
37,74
37,24
37,478
37,470
37,479
37,216
37,480
37,217
37,316
37,481
37,304
37,482
37,142
37,388
37,483
37,332
37,421
37,484
37,143
37,485
37,402
37,28
37,486
37,387
37,397
37,487
37,334
37,341
37,488
37,78
37,79
37,489
37,490
37,146
37,347
37,149
37,346
37,343
37,210
37,491
37,35
37,5
37,220
37,350
37,151
37,134
37,492
37,493
37,157
37,494
37,224
37,226
37,495
37,364
37,365
37,496
37,322
37,230
37,497
37,227
37,498
37,161
37,234
37,499
37,500
37,379
37,501
37,372
37,44
37,374
37,502
37,95
37,503
37,240
37,99
37,383
37,504
37,288
37,505
37,506
37,380
37,507
37,384
37,508
37,509
37,510
37,11
37,511
37,512
37,513
37,248
37,514
37,192
37,13
37,252
37,515
37,516
37,517
37,139
37,518
37,47
37,170
37,519
37,520
37,521
38,325
38,522
38,320
38,405
38,361
38,523
38,524
38,525
38,292
38,68
38,526
38,527
38,268
38,528
38,411
39,529
39,347
39,530
39,531
39,532
39,533
39,534
40,535
40,240
40,101
40,65
40,536
40,537
40,538
40,539
40,168
40,117
40,540
40,541
40,542
41,543
41,544
41,545
41,546
41,71
41,547
41,548
41,549
41,550
41,551
41,552
41,319
41,495
41,82
42,153
42,553
42,554
42,42
42,555
42,82
42,556
42,237
42,191
42,509
43,386
43,557
43,254
43,558
43,559
43,560
44,561
44,562
44,563
44,564
44,565
44,566
44,196
44,567
44,568
44,569
44,570
44,571
45,572
45,573
45,574
45,156
45,575
45,576
45,257
45,577
46,578
46,579
46,580
46,581
46,582
47,583
47,210
47,584
47,361
47,585
47,586
48,587
48,588
48,186
48,589
48,372
48,537
48,590
48,564
48,591
49,479
49,592
49,406
49,421
49,28
49,332
50,593
50,405
50,594
50,595
50,596
50,482
50,132
50,464
50,597
50,492
50,58
50,45
50,183
50,598
50,599
50,600
50,601
50,602
50,376
50,501
50,603
50,604
50,605
50,606
50,607
50,10
50,68
50,608
50,262
50,609
50,610
50,611
50,612
50,613
50,614
51,218
51,209
51,143
51,332
51,79
51,77
51,615
51,616
51,306
51,617
51,618
51,619
52,494
52,620
52,621
52,622
52,499
52,623
52,624
52,625
52,112
52,115
52,626
52,266
52,331
53,627
53,207
53,628
53,629
53,151
53,465
53,229
53,235
53,163
53,508
53,515
53,630
53,631
53,570
54,632
54,338
54,30
54,341
54,340
54,132
54,133
54,492
54,82
54,633
54,634
54,635
54,569
55,483
55,636
55,56
55,307
55,6
55,57
55,637
55,638
55,112
55,639
55,640
55,248
55,641
55,519
56,642
56,643
56,213
56,644
56,645
56,646
57,647
57,14
57,648
57,649
57,650
57,651
57,652
57,287
57,225
57,653
57,654
57,655
57,279
57,42
57,656
57,657
57,374
57,658
57,659
57,380
57,508
57,510
57,206
57,511
57,660
57,661
57,514
57,662
57,663
57,112
57,664
57,665
57,666
57,213
57,667
57,289
57,668
57,174
57,669
57,670
57,399
57,331
58,394
58,59
58,256
58,671
58,672
58,673
58,674
58,675
58,676
58,677
58,678
59,679
59,450
59,680
59,24
59,27
59,681
59,388
59,682
59,299
59,683
59,353
60,53
60,684
60,75
60,54
60,474
60,478
60,685
60,422
60,402
60,406
60,686
60,687
60,335
60,319
60,688
60,156
60,226
60,321
60,256
60,689
60,369
60,329
60,690
60,542
60,669
60,691
60,692
60,693
61,694
61,695
61,696
61,341
61,58
61,697
61,698
61,361
61,699
61,158
61,158
61,700
61,138
61,227
61,44
61,240
61,107
61,508
61,65
61,701
61,702
61,516
61,110
61,641
61,703
61,631
61,580
61,704
62,705
62,694
62,304
62,706
62,707
62,708
62,709
62,250
62,251
63,479
63,710
63,711
63,299
63,712
63,300
63,489
63,305
63,713
63,301
63,30
63,714
63,45
63,56
63,340
63,715
63,716
64,717
64,304
64,718
64,402
64,719
65,388
65,210
65,708
65,233
65,91
65,101
66,479
66,720
66,721
66,77
66,722
66,464
66,223
66,723
66,724
66,725
67,300
67,726
67,210
67,727
67,728
68,729
68,482
68,730
68,96
68,64
68,731
68,399
68,732
68,733
68,570
68,734
69,735
69,386
69,736
69,737
69,199
69,280
69,738
69,399
69,739
70,395
70,21
70,740
70,75
70,298
70,684
70,477
70,25
70,741
70,592
70,472
70,742
70,407
70,340
70,343
70,210
70,476
70,743
70,389
70,744
70,6
70,471
70,45
70,39
70,494
70,225
70,230
70,137
70,745
70,233
70,746
70,42
70,747
70,235
70,499
70,589
70,536
70,166
70,108
70,662
70,748
70,749
70,169
70,669
70,750
70,176
70,751
70,123
70,271
70,372
70,197
71,583
71,694
71,335
71,422
71,132
71,599
71,744
71,752
71,753
71,97
71,754
71,755
71,756
71,673
71,528
71,757
71,758
72,759
72,760
72,761
72,762
72,763
72,764
72,765
73,629
73,766
73,576
73,724
73,703
73,767
74,768
74,769
74,770
74,771
74,772
74,290
74,773
74,774
74,61
74,97
74,503
74,200
74,723
74,10
74,756
74,410
74,640
74,775
74,248
74,776
74,331
74,331
74,777
74,778
74,779
75,780
75,520
75,781
75,767
75,782
75,783
75,48
76,784
76,785
76,786
76,128
76,787
77,788
77,103
77,245
77,789
77,250
77,666
77,790
78,791
78,792
78,793
78,128
78,794
79,795
79,71
79,796
79,797
79,798
79,799
79,800
79,801
79,331
79,644
79,782
80,802
80,679
80,803
80,804
80,319
80,805
80,156
80,97
80,97
80,806
80,807
80,808
80,809
80,810
80,669
80,520
80,811
81,25
81,741
81,216
81,26
81,812
81,414
81,301
81,487
81,813
81,405
81,30
81,338
81,305
81,814
81,815
81,816
81,817
81,818
81,819
81,377
81,374
81,820
81,9
81,821
81,822
81,101
81,661
81,823
81,824
81,825
81,826
81,792
82,24
82,487
82,27
82,343
82,827
82,591
83,828
83,829
83,497
83,830
83,831
83,832
84,684
84,477
84,833
84,387
84,402
84,221
84,39
84,157
84,40
84,184
84,321
84,229
84,834
84,162
84,137
84,498
84,555
84,234
84,231
84,237
84,44
84,95
84,189
84,199
84,239
84,723
84,200
84,506
84,835
84,245
84,11
84,661
84,329
84,667
84,174
84,519
84,836
84,518
84,837
84,838
84,738
84,331
84,767
84,412
84,559
84,635
84,790
84,839
85,840
85,805
85,67
85,115
85,841
86,216
86,300
86,144
86,303
86,77
86,714
86,305
86,842
86,348
86,843
86,599
86,37
86,697
86,844
86,773
86,845
86,846
86,847
86,848
86,801
87,849
87,78
87,80
87,343
87,37
87,416
87,637
87,850
87,772
87,495
87,728
87,132
87,370
87,817
87,84
87,851
87,497
87,852
87,853
87,796
87,502
87,854
87,855
87,118
87,797
87,856
87,446
88,857
88,858
88,859
88,860
88,861
88,862
88,863
88,864
88,865
88,201
89,866
89,867
89,468
89,868
89,869
89,870
89,871
90,866
90,467
90,872
90,873
90,874
90,875
90,876
91,877
91,878
91,879
91,880
91,310
91,881
91,882
91,765
91,883
91,884
92,873
92,885
92,886
92,879
92,887
92,888
92,889
92,310
92,763
93,33
93,210
93,318
93,722
93,356
93,91
93,709
93,190
93,890
93,891
93,892
94,893
94,894
94,479
94,480
94,895
94,896
94,27
94,415
94,402
95,349
95,32
95,897
95,898
95,775
95,899
95,900
96,901
96,480
96,902
96,903
96,742
96,583
96,316
97,904
97,905
97,906
97,246
97,907
98,908
98,909
98,53
98,740
98,219
99,910
99,911
99,286
99,912
99,913
100,914
100,914
100,915
100,916
100,917
100,918
101,919
101,79
101,920
101,136
101,921
101,922
101,703
101,923
102,924
102,925
102,476
102,926
102,657
102,927
102,928
102,929
103,151
103,930
103,931
103,932
103,933
104,934
104,935
104,22
104,24
104,936
105,937
105,868
105,938
105,939
105,940
105,941
105,942
106,943
106,944
106,945
106,946
106,947
107,948
107,949
107,950
107,951
107,952
108,953
108,144
108,332
108,79
108,338
108,388
108,28
108,341
108,304
108,58
108,244
108,243
108,954
108,249
108,250
108,955
108,855
109,956
109,957
109,958
109,959
109,960
109,961
109,450
109,962
109,963
110,964
110,965
110,966
110,967
110,968
111,969
111,531
111,970
111,853
111,45
111,971
112,972
112,973
112,974
112,975
112,16
112,976
113,977
113,978
113,979
113,980
113,981
114,937
114,205
114,982
114,983
114,984
114,985
115,986
115,684
115,75
115,987
115,849
115,216
115,742
115,988
115,989
115,990
115,289
115,253
115,586
115,645
115,991
116,992
116,993
116,994
116,995
116,996
116,997
116,998
117,463
117,722
117,183
117,999
117,620
117,699
